States,Regions,latitude,longitude,Dates,Usage
Haryana,NR,28.45000633,77.01999101,26/07/2019,116.2
Rajasthan,NR,26.44999921,74.63998124,26/07/2019,231.1
Delhi,NR,28.6699929,77.23000403,26/07/2019,65.3
UP,NR,27.59998069,78.05000565,26/07/2019,261.5
Uttarakhand,NR,30.32040895,78.05000565,26/07/2019,37.7
HP,NR,31.10002545,77.16659704,26/07/2019,29
J&K,NR,33.45,76.24,26/07/2019,47.6
Chandigarh,NR,30.71999697,76.78000565,26/07/2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,26/07/2019,88.5
Gujarat,WR,22.2587,71.1924,26/07/2019,329.9
MP,WR,21.30039105,76.13001949,26/07/2019,227.2
Maharashtra,WR,19.25023195,73.16017493,26/07/2019,436.2
Goa,WR,15.491997,73.81800065,26/07/2019,11.8
DNH,WR,20.26657819,73.0166178,26/07/2019,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,26/07/2019,187.7
Telangana,SR,18.1124,79.0193,26/07/2019,205.3
Karnataka,SR,12.57038129,76.91999711,26/07/2019,234.9
Kerala,SR,8.900372741,76.56999263,26/07/2019,76.6
Tamil Nadu,SR,12.92038576,79.15004187,26/07/2019,326
Pondy,SR,11.93499371,79.83000037,26/07/2019,7.7
Bihar,ER,25.78541445,87.4799727,26/07/2019,69.4
Jharkhand,ER,23.80039349,86.41998572,26/07/2019,22.1
Odisha,ER,19.82042971,85.90001746,26/07/2019,77
West Bengal,ER,22.58039044,88.32994665,26/07/2019,116.3
Sikkim,ER,27.3333303,88.6166475,26/07/2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,26/07/2019,2.2
Assam,NER,26.7499809,94.21666744,26/07/2019,22.2
Manipur,NER,24.79997072,93.95001705,26/07/2019,2.9
Meghalaya,NER,25.57049217,91.8800142,26/07/2019,6.5
Mizoram,NER,23.71039899,92.72001461,26/07/2019,1.7
Nagaland,NER,25.6669979,94.11657019,26/07/2019,2.1
Tripura,NER,23.83540428,91.27999914,26/07/2019,3.8
Punjab,NR,31.51997398,75.98000281,27/07/2019,97.9
Haryana,NR,28.45000633,77.01999101,27/07/2019,113.4
Rajasthan,NR,26.44999921,74.63998124,27/07/2019,233.4
Delhi,NR,28.6699929,77.23000403,27/07/2019,65
UP,NR,27.59998069,78.05000565,27/07/2019,263.7
Uttarakhand,NR,30.32040895,78.05000565,27/07/2019,37
HP,NR,31.10002545,77.16659704,27/07/2019,30.8
J&K,NR,33.45,76.24,27/07/2019,42.9
Chandigarh,NR,30.71999697,76.78000565,27/07/2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,27/07/2019,91.1
Gujarat,WR,22.2587,71.1924,27/07/2019,335.8
MP,WR,21.30039105,76.13001949,27/07/2019,222.8
Maharashtra,WR,19.25023195,73.16017493,27/07/2019,442.4
Goa,WR,15.491997,73.81800065,27/07/2019,11.2
DNH,WR,20.26657819,73.0166178,27/07/2019,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,27/07/2019,193.6
Telangana,SR,18.1124,79.0193,27/07/2019,205.5
Karnataka,SR,12.57038129,76.91999711,27/07/2019,231.5
Kerala,SR,8.900372741,76.56999263,27/07/2019,76.9
Tamil Nadu,SR,12.92038576,79.15004187,27/07/2019,323
Pondy,SR,11.93499371,79.83000037,27/07/2019,7.7
Bihar,ER,25.78541445,87.4799727,27/07/2019,71.1
Jharkhand,ER,23.80039349,86.41998572,27/07/2019,23
Odisha,ER,19.82042971,85.90001746,27/07/2019,78
West Bengal,ER,22.58039044,88.32994665,27/07/2019,137
Sikkim,ER,27.3333303,88.6166475,27/07/2019,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,27/07/2019,2.2
Assam,NER,26.7499809,94.21666744,27/07/2019,23.6
Manipur,NER,24.79997072,93.95001705,27/07/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,27/07/2019,6.5
Mizoram,NER,23.71039899,92.72001461,27/07/2019,1.8
Nagaland,NER,25.6669979,94.11657019,27/07/2019,2.2
Tripura,NER,23.83540428,91.27999914,27/07/2019,3.8
Punjab,NR,31.51997398,75.98000281,28/07/2019,102.1
Haryana,NR,28.45000633,77.01999101,28/07/2019,118.2
Rajasthan,NR,26.44999921,74.63998124,28/07/2019,235
Delhi,NR,28.6699929,77.23000403,28/07/2019,65.6
UP,NR,27.59998069,78.05000565,28/07/2019,263.8
Uttarakhand,NR,30.32040895,78.05000565,28/07/2019,37.4
HP,NR,31.10002545,77.16659704,28/07/2019,27.5
J&K,NR,33.45,76.24,28/07/2019,43
Chandigarh,NR,30.71999697,76.78000565,28/07/2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,28/07/2019,92.1
Gujarat,WR,22.2587,71.1924,28/07/2019,335.9
MP,WR,21.30039105,76.13001949,28/07/2019,231
Maharashtra,WR,19.25023195,73.16017493,28/07/2019,443.5
Goa,WR,15.491997,73.81800065,28/07/2019,10.9
DNH,WR,20.26657819,73.0166178,28/07/2019,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,28/07/2019,192.6
Telangana,SR,18.1124,79.0193,28/07/2019,212.4
Karnataka,SR,12.57038129,76.91999711,28/07/2019,229
Kerala,SR,8.900372741,76.56999263,28/07/2019,75.1
Tamil Nadu,SR,12.92038576,79.15004187,28/07/2019,321
Pondy,SR,11.93499371,79.83000037,28/07/2019,7.8
Bihar,ER,25.78541445,87.4799727,28/07/2019,73
Jharkhand,ER,23.80039349,86.41998572,28/07/2019,22.3
Odisha,ER,19.82042971,85.90001746,28/07/2019,80.6
West Bengal,ER,22.58039044,88.32994665,28/07/2019,139.4
Sikkim,ER,27.3333303,88.6166475,28/07/2019,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,28/07/2019,2.2
Assam,NER,26.7499809,94.21666744,28/07/2019,23.4
Manipur,NER,24.79997072,93.95001705,28/07/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,28/07/2019,6.4
Mizoram,NER,23.71039899,92.72001461,28/07/2019,1.8
Nagaland,NER,25.6669979,94.11657019,28/07/2019,2.2
Tripura,NER,23.83540428,91.27999914,28/07/2019,3.6
Punjab,NR,31.51997398,75.98000281,29/07/2019,102.4
Haryana,NR,28.45000633,77.01999101,29/07/2019,119.6
Rajasthan,NR,26.44999921,74.63998124,29/07/2019,235.3
Delhi,NR,28.6699929,77.23000403,29/07/2019,61.1
UP,NR,27.59998069,78.05000565,29/07/2019,265.3
Uttarakhand,NR,30.32040895,78.05000565,29/07/2019,37.2
HP,NR,31.10002545,77.16659704,29/07/2019,28.3
J&K,NR,33.45,76.24,29/07/2019,43.4
Chandigarh,NR,30.71999697,76.78000565,29/07/2019,3.2
Chhattisgarh,WR,22.09042035,82.15998734,29/07/2019,92.2
Gujarat,WR,22.2587,71.1924,29/07/2019,328.5
MP,WR,21.30039105,76.13001949,29/07/2019,232.4
Maharashtra,WR,19.25023195,73.16017493,29/07/2019,441.3
Goa,WR,15.491997,73.81800065,29/07/2019,10.9
DNH,WR,20.26657819,73.0166178,29/07/2019,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,29/07/2019,191.9
Telangana,SR,18.1124,79.0193,29/07/2019,211.4
Karnataka,SR,12.57038129,76.91999711,29/07/2019,228.6
Kerala,SR,8.900372741,76.56999263,29/07/2019,74
Tamil Nadu,SR,12.92038576,79.15004187,29/07/2019,318.7
Pondy,SR,11.93499371,79.83000037,29/07/2019,7.8
Bihar,ER,25.78541445,87.4799727,29/07/2019,70.6
Jharkhand,ER,23.80039349,86.41998572,29/07/2019,22.9
Odisha,ER,19.82042971,85.90001746,29/07/2019,83.1
West Bengal,ER,22.58039044,88.32994665,29/07/2019,139.5
Sikkim,ER,27.3333303,88.6166475,29/07/2019,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,29/07/2019,2.2
Assam,NER,26.7499809,94.21666744,29/07/2019,23.9
Manipur,NER,24.79997072,93.95001705,29/07/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,29/07/2019,6.3
Mizoram,NER,23.71039899,92.72001461,29/07/2019,2
Nagaland,NER,25.6669979,94.11657019,29/07/2019,2.1
Tripura,NER,23.83540428,91.27999914,29/07/2019,3.9
Punjab,NR,31.51997398,75.98000281,30/07/2019,98.4
Haryana,NR,28.45000633,77.01999101,30/07/2019,110.4
Rajasthan,NR,26.44999921,74.63998124,30/07/2019,231.4
Delhi,NR,28.6699929,77.23000403,30/07/2019,59.2
UP,NR,27.59998069,78.05000565,30/07/2019,263.6
Uttarakhand,NR,30.32040895,78.05000565,30/07/2019,34.4
HP,NR,31.10002545,77.16659704,30/07/2019,24.7
J&K,NR,33.45,76.24,30/07/2019,42.3
Chandigarh,NR,30.71999697,76.78000565,30/07/2019,3
Chhattisgarh,WR,22.09042035,82.15998734,30/07/2019,92.7
Gujarat,WR,22.2587,71.1924,30/07/2019,313.7
MP,WR,21.30039105,76.13001949,30/07/2019,229.2
Maharashtra,WR,19.25023195,73.16017493,30/07/2019,424.4
Goa,WR,15.491997,73.81800065,30/07/2019,10.9
DNH,WR,20.26657819,73.0166178,30/07/2019,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,30/07/2019,190.2
Telangana,SR,18.1124,79.0193,30/07/2019,209.9
Karnataka,SR,12.57038129,76.91999711,30/07/2019,215.4
Kerala,SR,8.900372741,76.56999263,30/07/2019,68
Tamil Nadu,SR,12.92038576,79.15004187,30/07/2019,294.7
Pondy,SR,11.93499371,79.83000037,30/07/2019,7.2
Bihar,ER,25.78541445,87.4799727,30/07/2019,73.1
Jharkhand,ER,23.80039349,86.41998572,30/07/2019,23.7
Odisha,ER,19.82042971,85.90001746,30/07/2019,82
West Bengal,ER,22.58039044,88.32994665,30/07/2019,131.2
Sikkim,ER,27.3333303,88.6166475,30/07/2019,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,30/07/2019,2
Assam,NER,26.7499809,94.21666744,30/07/2019,22.6
Manipur,NER,24.79997072,93.95001705,30/07/2019,2.1
Meghalaya,NER,25.57049217,91.8800142,30/07/2019,6.1
Mizoram,NER,23.71039899,92.72001461,30/07/2019,1.8
Nagaland,NER,25.6669979,94.11657019,30/07/2019,1.9
Tripura,NER,23.83540428,91.27999914,30/07/2019,3.9
Punjab,NR,31.51997398,75.98000281,31/07/2019,232
Haryana,NR,28.45000633,77.01999101,31/07/2019,169.4
Rajasthan,NR,26.44999921,74.63998124,31/07/2019,235.1
Delhi,NR,28.6699929,77.23000403,31/07/2019,114.8
UP,NR,27.59998069,78.05000565,31/07/2019,405.1
Uttarakhand,NR,30.32040895,78.05000565,31/07/2019,41.8
HP,NR,31.10002545,77.16659704,31/07/2019,29
J&K,NR,33.45,76.24,31/07/2019,49.3
Chandigarh,NR,30.71999697,76.78000565,31/07/2019,6
Chhattisgarh,WR,22.09042035,82.15998734,31/07/2019,83.8
Gujarat,WR,22.2587,71.1924,31/07/2019,330.9
MP,WR,21.30039105,76.13001949,31/07/2019,195
Maharashtra,WR,19.25023195,73.16017493,31/07/2019,473.9
Goa,WR,15.491997,73.81800065,31/07/2019,11.5
DNH,WR,20.26657819,73.0166178,31/07/2019,17.5
Andhra Pradesh,SR,14.7504291,78.57002559,31/07/2019,193.4
Telangana,SR,18.1124,79.0193,31/07/2019,166.1
Karnataka,SR,12.57038129,76.91999711,31/07/2019,218.2
Kerala,SR,8.900372741,76.56999263,31/07/2019,75
Tamil Nadu,SR,12.92038576,79.15004187,31/07/2019,347.5
Pondy,SR,11.93499371,79.83000037,31/07/2019,8.9
Bihar,ER,25.78541445,87.4799727,31/07/2019,108.7
Jharkhand,ER,23.80039349,86.41998572,31/07/2019,27.2
Odisha,ER,19.82042971,85.90001746,31/07/2019,87.4
West Bengal,ER,22.58039044,88.32994665,31/07/2019,187.7
Sikkim,ER,27.3333303,88.6166475,31/07/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,31/07/2019,2.4
Assam,NER,26.7499809,94.21666744,31/07/2019,30.2
Manipur,NER,24.79997072,93.95001705,31/07/2019,2.3
Meghalaya,NER,25.57049217,91.8800142,31/07/2019,5.1
Mizoram,NER,23.71039899,92.72001461,31/07/2019,1.5
Nagaland,NER,25.6669979,94.11657019,31/07/2019,2.3
Tripura,NER,23.83540428,91.27999914,31/07/2019,5
Punjab,NR,31.51997398,75.98000281,01/08/2019,206.1
Haryana,NR,28.45000633,77.01999101,01/08/2019,140.6
Rajasthan,NR,26.44999921,74.63998124,01/08/2019,223.7
Delhi,NR,28.6699929,77.23000403,01/08/2019,99.3
UP,NR,27.59998069,78.05000565,01/08/2019,384.1
Uttarakhand,NR,30.32040895,78.05000565,01/08/2019,42.6
HP,NR,31.10002545,77.16659704,01/08/2019,29.4
J&K,NR,33.45,76.24,01/08/2019,44.9
Chandigarh,NR,30.71999697,76.78000565,01/08/2019,5.5
Chhattisgarh,WR,22.09042035,82.15998734,01/08/2019,87.9
Gujarat,WR,22.2587,71.1924,01/08/2019,316.1
MP,WR,21.30039105,76.13001949,01/08/2019,202.7
Maharashtra,WR,19.25023195,73.16017493,01/08/2019,476.8
Goa,WR,15.491997,73.81800065,01/08/2019,11.5
DNH,WR,20.26657819,73.0166178,01/08/2019,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,01/08/2019,197
Telangana,SR,18.1124,79.0193,01/08/2019,171
Karnataka,SR,12.57038129,76.91999711,01/08/2019,217.5
Kerala,SR,8.900372741,76.56999263,01/08/2019,75.8
Tamil Nadu,SR,12.92038576,79.15004187,01/08/2019,354.1
Pondy,SR,11.93499371,79.83000037,01/08/2019,9.2
Bihar,ER,25.78541445,87.4799727,01/08/2019,106.4
Jharkhand,ER,23.80039349,86.41998572,01/08/2019,27.3
Odisha,ER,19.82042971,85.90001746,01/08/2019,82.8
West Bengal,ER,22.58039044,88.32994665,01/08/2019,176.5
Sikkim,ER,27.3333303,88.6166475,01/08/2019,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,01/08/2019,2.4
Assam,NER,26.7499809,94.21666744,01/08/2019,32.7
Manipur,NER,24.79997072,93.95001705,01/08/2019,2.3
Meghalaya,NER,25.57049217,91.8800142,01/08/2019,5.7
Mizoram,NER,23.71039899,92.72001461,01/08/2019,1.5
Nagaland,NER,25.6669979,94.11657019,01/08/2019,2.3
Tripura,NER,23.83540428,91.27999914,01/08/2019,5.7
Punjab,NR,31.51997398,75.98000281,02/08/2019,246.5
Haryana,NR,28.45000633,77.01999101,02/08/2019,172.2
Rajasthan,NR,26.44999921,74.63998124,02/08/2019,208.5
Delhi,NR,28.6699929,77.23000403,02/08/2019,106.4
UP,NR,27.59998069,78.05000565,02/08/2019,394.1
Uttarakhand,NR,30.32040895,78.05000565,02/08/2019,44.2
HP,NR,31.10002545,77.16659704,02/08/2019,29.6
J&K,NR,33.45,76.24,02/08/2019,45.9
Chandigarh,NR,30.71999697,76.78000565,02/08/2019,5.7
Chhattisgarh,WR,22.09042035,82.15998734,02/08/2019,89.6
Gujarat,WR,22.2587,71.1924,02/08/2019,319.2
MP,WR,21.30039105,76.13001949,02/08/2019,187.8
Maharashtra,WR,19.25023195,73.16017493,02/08/2019,473.8
Goa,WR,15.491997,73.81800065,02/08/2019,11.5
DNH,WR,20.26657819,73.0166178,02/08/2019,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,02/08/2019,204
Telangana,SR,18.1124,79.0193,02/08/2019,172.7
Karnataka,SR,12.57038129,76.91999711,02/08/2019,218.4
Kerala,SR,8.900372741,76.56999263,02/08/2019,73.3
Tamil Nadu,SR,12.92038576,79.15004187,02/08/2019,355.5
Pondy,SR,11.93499371,79.83000037,02/08/2019,9
Bihar,ER,25.78541445,87.4799727,02/08/2019,106.7
Jharkhand,ER,23.80039349,86.41998572,02/08/2019,26.6
Odisha,ER,19.82042971,85.90001746,02/08/2019,92.9
West Bengal,ER,22.58039044,88.32994665,02/08/2019,192
Sikkim,ER,27.3333303,88.6166475,02/08/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,02/08/2019,2.3
Assam,NER,26.7499809,94.21666744,02/08/2019,33.9
Manipur,NER,24.79997072,93.95001705,02/08/2019,2.5
Meghalaya,NER,25.57049217,91.8800142,02/08/2019,6
Mizoram,NER,23.71039899,92.72001461,02/08/2019,1.7
Nagaland,NER,25.6669979,94.11657019,02/08/2019,2.2
Tripura,NER,23.83540428,91.27999914,02/08/2019,5.8
Punjab,NR,31.51997398,75.98000281,03/08/2019,228.4
Haryana,NR,28.45000633,77.01999101,03/08/2019,179.9
Rajasthan,NR,26.44999921,74.63998124,03/08/2019,224
Delhi,NR,28.6699929,77.23000403,03/08/2019,112
UP,NR,27.59998069,78.05000565,03/08/2019,389.6
Uttarakhand,NR,30.32040895,78.05000565,03/08/2019,44.1
HP,NR,31.10002545,77.16659704,03/08/2019,29.8
J&K,NR,33.45,76.24,03/08/2019,44.9
Chandigarh,NR,30.71999697,76.78000565,03/08/2019,5.7
Chhattisgarh,WR,22.09042035,82.15998734,03/08/2019,88.9
Gujarat,WR,22.2587,71.1924,03/08/2019,338.8
MP,WR,21.30039105,76.13001949,03/08/2019,196.1
Maharashtra,WR,19.25023195,73.16017493,03/08/2019,479.4
Goa,WR,15.491997,73.81800065,03/08/2019,11.5
DNH,WR,20.26657819,73.0166178,03/08/2019,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,03/08/2019,195.3
Telangana,SR,18.1124,79.0193,03/08/2019,170.2
Karnataka,SR,12.57038129,76.91999711,03/08/2019,218.4
Kerala,SR,8.900372741,76.56999263,03/08/2019,72
Tamil Nadu,SR,12.92038576,79.15004187,03/08/2019,348.5
Pondy,SR,11.93499371,79.83000037,03/08/2019,9.1
Bihar,ER,25.78541445,87.4799727,03/08/2019,108.4
Jharkhand,ER,23.80039349,86.41998572,03/08/2019,25.6
Odisha,ER,19.82042971,85.90001746,03/08/2019,102.3
West Bengal,ER,22.58039044,88.32994665,03/08/2019,184.5
Sikkim,ER,27.3333303,88.6166475,03/08/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,03/08/2019,2.2
Assam,NER,26.7499809,94.21666744,03/08/2019,35.1
Manipur,NER,24.79997072,93.95001705,03/08/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,03/08/2019,5.9
Mizoram,NER,23.71039899,92.72001461,03/08/2019,1.8
Nagaland,NER,25.6669979,94.11657019,03/08/2019,2.3
Tripura,NER,23.83540428,91.27999914,03/08/2019,5.4
Punjab,NR,31.51997398,75.98000281,04/08/2019,242.1
Haryana,NR,28.45000633,77.01999101,04/08/2019,189.3
Rajasthan,NR,26.44999921,74.63998124,04/08/2019,228.2
Delhi,NR,28.6699929,77.23000403,04/08/2019,122.7
UP,NR,27.59998069,78.05000565,04/08/2019,425.1
Uttarakhand,NR,30.32040895,78.05000565,04/08/2019,45.8
HP,NR,31.10002545,77.16659704,04/08/2019,30.1
J&K,NR,33.45,76.24,04/08/2019,45.4
Chandigarh,NR,30.71999697,76.78000565,04/08/2019,5.5
Chhattisgarh,WR,22.09042035,82.15998734,04/08/2019,85.9
Gujarat,WR,22.2587,71.1924,04/08/2019,352
MP,WR,21.30039105,76.13001949,04/08/2019,203.1
Maharashtra,WR,19.25023195,73.16017493,04/08/2019,474.3
Goa,WR,15.491997,73.81800065,04/08/2019,13.1
DNH,WR,20.26657819,73.0166178,04/08/2019,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,04/08/2019,183
Telangana,SR,18.1124,79.0193,04/08/2019,149.4
Karnataka,SR,12.57038129,76.91999711,04/08/2019,203.3
Kerala,SR,8.900372741,76.56999263,04/08/2019,66.7
Tamil Nadu,SR,12.92038576,79.15004187,04/08/2019,336.7
Pondy,SR,11.93499371,79.83000037,04/08/2019,9.7
Bihar,ER,25.78541445,87.4799727,04/08/2019,109.2
Jharkhand,ER,23.80039349,86.41998572,04/08/2019,22.8
Odisha,ER,19.82042971,85.90001746,04/08/2019,82.2
West Bengal,ER,22.58039044,88.32994665,04/08/2019,175.3
Sikkim,ER,27.3333303,88.6166475,04/08/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,04/08/2019,2.3
Assam,NER,26.7499809,94.21666744,04/08/2019,33.2
Manipur,NER,24.79997072,93.95001705,04/08/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,04/08/2019,6
Mizoram,NER,23.71039899,92.72001461,04/08/2019,1.7
Nagaland,NER,25.6669979,94.11657019,04/08/2019,2.2
Tripura,NER,23.83540428,91.27999914,04/08/2019,5.4
Punjab,NR,31.51997398,75.98000281,05/08/2019,263.8
Haryana,NR,28.45000633,77.01999101,05/08/2019,197.7
Rajasthan,NR,26.44999921,74.63998124,05/08/2019,241.8
Delhi,NR,28.6699929,77.23000403,05/08/2019,118.5
UP,NR,27.59998069,78.05000565,05/08/2019,398.6
Uttarakhand,NR,30.32040895,78.05000565,05/08/2019,46
HP,NR,31.10002545,77.16659704,05/08/2019,30.4
J&K,NR,33.45,76.24,05/08/2019,44.2
Chandigarh,NR,30.71999697,76.78000565,05/08/2019,5.6
Chhattisgarh,WR,22.09042035,82.15998734,05/08/2019,75.1
Gujarat,WR,22.2587,71.1924,05/08/2019,354.3
MP,WR,21.30039105,76.13001949,05/08/2019,198.1
Maharashtra,WR,19.25023195,73.16017493,05/08/2019,463.8
Goa,WR,15.491997,73.81800065,05/08/2019,12.4
DNH,WR,20.26657819,73.0166178,05/08/2019,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,05/08/2019,183
Telangana,SR,18.1124,79.0193,05/08/2019,149.4
Karnataka,SR,12.57038129,76.91999711,05/08/2019,203.3
Kerala,SR,8.900372741,76.56999263,05/08/2019,66.7
Tamil Nadu,SR,12.92038576,79.15004187,05/08/2019,336.7
Pondy,SR,11.93499371,79.83000037,05/08/2019,9.7
Bihar,ER,25.78541445,87.4799727,05/08/2019,80.4
Jharkhand,ER,23.80039349,86.41998572,05/08/2019,21
Odisha,ER,19.82042971,85.90001746,05/08/2019,79.8
West Bengal,ER,22.58039044,88.32994665,05/08/2019,170
Sikkim,ER,27.3333303,88.6166475,05/08/2019,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,05/08/2019,2.2
Assam,NER,26.7499809,94.21666744,05/08/2019,32
Manipur,NER,24.79997072,93.95001705,05/08/2019,2.6
Meghalaya,NER,25.57049217,91.8800142,05/08/2019,5.7
Mizoram,NER,23.71039899,92.72001461,05/08/2019,1.7
Nagaland,NER,25.6669979,94.11657019,05/08/2019,2.1
Tripura,NER,23.83540428,91.27999914,05/08/2019,5.1
Punjab,NR,31.51997398,75.98000281,06/08/2019,259.3
Haryana,NR,28.45000633,77.01999101,06/08/2019,196.1
Rajasthan,NR,26.44999921,74.63998124,06/08/2019,240.1
Delhi,NR,28.6699929,77.23000403,06/08/2019,121
UP,NR,27.59998069,78.05000565,06/08/2019,382
Uttarakhand,NR,30.32040895,78.05000565,06/08/2019,40.8
HP,NR,31.10002545,77.16659704,06/08/2019,28.2
J&K,NR,33.45,76.24,06/08/2019,41
Chandigarh,NR,30.71999697,76.78000565,06/08/2019,5.6
Chhattisgarh,WR,22.09042035,82.15998734,06/08/2019,76.7
Gujarat,WR,22.2587,71.1924,06/08/2019,335.9
MP,WR,21.30039105,76.13001949,06/08/2019,189.1
Maharashtra,WR,19.25023195,73.16017493,06/08/2019,429.1
Goa,WR,15.491997,73.81800065,06/08/2019,12.4
DNH,WR,20.26657819,73.0166178,06/08/2019,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,06/08/2019,169.6
Telangana,SR,18.1124,79.0193,06/08/2019,144.8
Karnataka,SR,12.57038129,76.91999711,06/08/2019,182.3
Kerala,SR,8.900372741,76.56999263,06/08/2019,63.4
Tamil Nadu,SR,12.92038576,79.15004187,06/08/2019,310.1
Pondy,SR,11.93499371,79.83000037,06/08/2019,8.7
Bihar,ER,25.78541445,87.4799727,06/08/2019,97.7
Jharkhand,ER,23.80039349,86.41998572,06/08/2019,24
Odisha,ER,19.82042971,85.90001746,06/08/2019,84.3
West Bengal,ER,22.58039044,88.32994665,06/08/2019,163.8
Sikkim,ER,27.3333303,88.6166475,06/08/2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,06/08/2019,2.3
Assam,NER,26.7499809,94.21666744,06/08/2019,32.3
Manipur,NER,24.79997072,93.95001705,06/08/2019,2.5
Meghalaya,NER,25.57049217,91.8800142,06/08/2019,6
Mizoram,NER,23.71039899,92.72001461,06/08/2019,1.8
Nagaland,NER,25.6669979,94.11657019,06/08/2019,2.4
Tripura,NER,23.83540428,91.27999914,06/08/2019,5.3
Punjab,NR,31.51997398,75.98000281,08/08/2019,135.7
Haryana,NR,28.45000633,77.01999101,08/08/2019,128.2
Rajasthan,NR,26.44999921,74.63998124,08/08/2019,220.8
Delhi,NR,28.6699929,77.23000403,08/08/2019,75.7
UP,NR,27.59998069,78.05000565,08/08/2019,361.1
Uttarakhand,NR,30.32040895,78.05000565,08/08/2019,28
HP,NR,31.10002545,77.16659704,08/08/2019,20.6
J&K,NR,33.45,76.24,08/08/2019,43
Chandigarh,NR,30.71999697,76.78000565,08/08/2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,08/08/2019,75.7
Gujarat,WR,22.2587,71.1924,08/08/2019,299.7
MP,WR,21.30039105,76.13001949,08/08/2019,204.5
Maharashtra,WR,19.25023195,73.16017493,08/08/2019,404.9
Goa,WR,15.491997,73.81800065,08/08/2019,9.1
DNH,WR,20.26657819,73.0166178,08/08/2019,7.3
Andhra Pradesh,SR,14.7504291,78.57002559,08/08/2019,177.6
Telangana,SR,18.1124,79.0193,08/08/2019,144.2
Karnataka,SR,12.57038129,76.91999711,08/08/2019,192.5
Kerala,SR,8.900372741,76.56999263,08/08/2019,63.7
Tamil Nadu,SR,12.92038576,79.15004187,08/08/2019,277.3
Pondy,SR,11.93499371,79.83000037,08/08/2019,6.8
Bihar,ER,25.78541445,87.4799727,08/08/2019,101.6
Jharkhand,ER,23.80039349,86.41998572,08/08/2019,26.3
Odisha,ER,19.82042971,85.90001746,08/08/2019,81.3
West Bengal,ER,22.58039044,88.32994665,08/08/2019,149
Sikkim,ER,27.3333303,88.6166475,08/08/2019,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,08/08/2019,1.9
Assam,NER,26.7499809,94.21666744,08/08/2019,21.5
Manipur,NER,24.79997072,93.95001705,08/08/2019,2.4
Meghalaya,NER,25.57049217,91.8800142,08/08/2019,4.8
Mizoram,NER,23.71039899,92.72001461,08/08/2019,1.5
Nagaland,NER,25.6669979,94.11657019,08/08/2019,2.2
Tripura,NER,23.83540428,91.27999914,08/08/2019,4.6
Punjab,NR,31.51997398,75.98000281,09/08/2019,142.3
Haryana,NR,28.45000633,77.01999101,09/08/2019,135.5
Rajasthan,NR,26.44999921,74.63998124,09/08/2019,225.6
Delhi,NR,28.6699929,77.23000403,09/08/2019,78.7
UP,NR,27.59998069,78.05000565,09/08/2019,367.1
Uttarakhand,NR,30.32040895,78.05000565,09/08/2019,30.6
HP,NR,31.10002545,77.16659704,09/08/2019,22.4
J&K,NR,33.45,76.24,09/08/2019,43.3
Chandigarh,NR,30.71999697,76.78000565,09/08/2019,3.8
Chhattisgarh,WR,22.09042035,82.15998734,09/08/2019,76.3
Gujarat,WR,22.2587,71.1924,09/08/2019,303.5
MP,WR,21.30039105,76.13001949,09/08/2019,205.3
Maharashtra,WR,19.25023195,73.16017493,09/08/2019,418.3
Goa,WR,15.491997,73.81800065,09/08/2019,10.3
DNH,WR,20.26657819,73.0166178,09/08/2019,7.4
Andhra Pradesh,SR,14.7504291,78.57002559,09/08/2019,174.1
Telangana,SR,18.1124,79.0193,09/08/2019,149.5
Karnataka,SR,12.57038129,76.91999711,09/08/2019,169.2
